work_raw,unit_raw,price,region,source
Шумо и теплоизоляция потолка минеральной ватой,м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Шумо и теплоизоляция потолка пеноплексом,м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Проклейка потолка пробковым звукоизоляционным материалом,м2,500.0,Регион,https://remo154.ru/price_otdelka.php
Поклейка потолочных обоев,м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Покраска потолка воднодисперсионной краской валиком,м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж пластикого плинтуса потолочного,мп,350.0,Регион,https://remo154.ru/price_otdelka.php
Устройство лепнины из твердого полиуретана по периметру,мп,800.0,Регион,https://remo154.ru/price_otdelka.php
Устройство лепнины из твердого полиуретана под светильники и люстры,шт,800.0,Регион,https://remo154.ru/price_otdelka.php
Устройство лепнины из твердого полиуретана под светильники на стене,шт,800.0,Регион,https://remo154.ru/price_otdelka.php
Очистка потолка от обоев,м2,1500.0,Регион,https://remo154.ru/price_otdelka.php
"Очистка потолка от побелки, краски",м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Разборка потолка пластик или мдф панели,м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж плинтуса потолочного,мп,100.0,Регион,https://remo154.ru/price_otdelka.php
"Разборка потолка ""Armstrong"" без сохранения",м2,350.0,Регион,https://remo154.ru/price_otdelka.php
Разборка потолка из ГКЛ в 1 уровень,м2,600.0,Регион,https://remo154.ru/price_otdelka.php
Огрунтовка стен (до двух слоев),м2,200.0,Регион,https://remo154.ru/price_otdelka.php
Покраска стен воднодисперсионной краской (до двух слоев),м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Пораска стен масляной краской,м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Нанесение фактурной краски,м2,500.0,Регион,https://remo154.ru/price_otdelka.php
"Очистка краски ВД, побелки со стен",м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж покраски масляной со стен,м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Очистка стен от старых обоев,м2,150.0,Регион,https://remo154.ru/price_otdelka.php
"Поклейка обычных обоев (виниловых, бумажных)",м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Поклейка стеклообоев под покраску,м2,200.0,Регион,https://remo154.ru/price_otdelka.php
Поклейка рельефных обоев,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Поклейка текстильных обоев,м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Поклейка обоев в два уровня,м2,500.0,Регион,https://remo154.ru/price_otdelka.php
Поклейка обоев под покраску,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Оклейка стен фотообоями,м2,500.0,Регион,https://remo154.ru/price_otdelka.php
Нанесение жидких обоев,м2,600.0,Регион,https://remo154.ru/price_otdelka.php
Оклеивание стен обойным бордюром,мп,120.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка стен ГКЛ листами в один слой на металлическом каркасе,м2,850.0,Регион,https://remo154.ru/price_otdelka.php
Отделка стен ГКЛ в два слоя на металлическом каркасе,м2,1100.0,Регион,https://remo154.ru/price_otdelka.php
Штукатурка стен по маячкам до 30мм,м2,550.0,Регион,https://remo154.ru/price_otdelka.php
Штукатурка стен по маячкам до 50мм,м2,700.0,Регион,https://remo154.ru/price_otdelka.php
Штукатурка стен по поверхности,м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Шпатлевка и шлифовка стен под обои,м2,650.0,Регион,https://remo154.ru/price_otdelka.php
Шпатлевка и шлифовка стен под покраску,м2,1200.0,Регион,https://remo154.ru/price_otdelka.php
"Штукатурка стен неплоской формы (полукруг, эллипс и др.) до 30 мм",м2,700.0,Регион,https://remo154.ru/price_otdelka.php
Ремонт трещин в штукатурке,мп,200.0,Регион,https://remo154.ru/price_otdelka.php
Проклейка стен стеклотканью паутинка,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Устройство штукатурной армировочной сетки 5х5 на стену,м2,200.0,Регион,https://remo154.ru/price_otdelka.php
Устройство штукатурной армировочной сетки 5х5 на откосы,м2,200.0,Регион,https://remo154.ru/price_otdelka.php
Шумоизоляция стен минеральной ватой,м2,450.0,Регион,https://remo154.ru/price_otdelka.php
Шумо и теплоизоляция стен пеноплексом,м2,450.0,Регион,https://remo154.ru/price_otdelka.php
Механизированная штукатурка,м2,600.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка керамической настенной плиткой,м2,2000.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка керамической плиткой размером 10х10 см,м2,2500.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка керамической плиткой размером свыше 38х28 см,м2,2000.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка стен мозаикой,мп,3500.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка стен мрамором,м2,3500.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка стен плиткой под кирпич или камень,м2,3500.0,Регион,https://remo154.ru/price_otdelka.php
Запил углов под 45 градусов,мп,1000.0,Регион,https://remo154.ru/price_otdelka.php
Вальцевание углов плитки,мп,500.0,Регион,https://remo154.ru/price_otdelka.php
Установка люка скрытого монтажа на магнитах,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Установка люка скрытого монтажа,шт,4000.0,Регион,https://remo154.ru/price_otdelka.php
Нанесение декоративной штукатурки,м2,700.0,Регион,https://remo154.ru/price_otdelka.php
Нанесение венецианской штукатурки,м2,700.0,Регион,https://remo154.ru/price_otdelka.php
Укладка кварцвинила на стены,м2,600.0,Регион,https://remo154.ru/price_otdelka.php
Обшивка стен стеновыми панелями пластиковыми,м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Обшивка стен панелями из полистирола,м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка плиточными панелями армированными,м2,350.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка стен вагонкой евростандарт,м2,800.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж перегородок из пазгребневых плит и других блоков,м2,900.0,Регион,https://remo154.ru/price_otdelka.php
Очистка стен от обоев,м2,100.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж штукатурки со стен,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж плитки со стен,м2,500.0,Регион,https://remo154.ru/price_otdelka.php
"Очистка стен от краски, шпатлевки, побелки",м2,1000.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж старых шкафов,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж перегородок из кирпича,м2,800.0,Регион,https://remo154.ru/price_otdelka.php
Резка дверного проема в бетонной стене,шт,7500.0,Регион,https://remo154.ru/price_otdelka.php
Резка дверного проема в кирпичной стене,шт,5500.0,Регион,https://remo154.ru/price_otdelka.php
Устройство покрытия пола из керамической плитки,м2,2000.0,Регион,https://remo154.ru/price_otdelka.php
Укладка плитки на пол по диагонали,м2,2500.0,Регион,https://remo154.ru/price_otdelka.php
Устройство покрытия пола из керамогранита,м2,2000.0,Регион,https://remo154.ru/price_otdelka.php
Укладка керамогранита на пол по диагонали,м2,2500.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка пола природным камнем,м2,2000.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка пола мраморной плиткой,м2,2000.0,Регион,https://remo154.ru/price_otdelka.php
Укладка мозаичной плитки,м2,3500.0,Регион,https://remo154.ru/price_otdelka.php
Облицовка ступеней керамической плиткой,м2,1500.0,Регион,https://remo154.ru/price_otdelka.php
Устройство керамического плинтуса с распилом,мп,500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж напольной плитки,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Устройство покрытия пола из ламината 32 класса,м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Устройство покрытия пола из ламината 33 класса,м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Устройство покрытия пола из ламината 34 класса,м2,400.0,Регион,https://remo154.ru/price_otdelka.php
Герметизация стыков ламината,м2,150.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж ламината,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Устройство черного пола под паркет,м2,350.0,Регион,https://remo154.ru/price_otdelka.php
Укладка штучного паркета в разбежку (палуба),м2,700.0,Регион,https://remo154.ru/price_otdelka.php
Укладка штучного паркета ёлочкой,м2,1100.0,Регион,https://remo154.ru/price_otdelka.php
Укладка штучного паркета ёлочкой с фризами,м2,1300.0,Регион,https://remo154.ru/price_otdelka.php
Устройство покрытия пола из паркетной доски на защелках,м2,700.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж паркета штучного,м2,200.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж паркетной доски,м2,350.0,Регион,https://remo154.ru/price_otdelka.php
"Частичное выравнивание пола (заделка рустов, трещин, отверстий)",м2,200.0,Регион,https://remo154.ru/price_otdelka.php
Устройство цементной стяжки толщиной менее 3см,м2,650.0,Регион,https://remo154.ru/price_otdelka.php
Устройство цементной стяжки толщиной от 3см до 7см,м2,800.0,Регион,https://remo154.ru/price_otdelka.php
Устройство керамзитобетонной стяжки слоем до 10 см,м2,750.0,Регион,https://remo154.ru/price_otdelka.php
Устройство стяжки пола по маякам,м2,850.0,Регион,https://remo154.ru/price_otdelka.php
"Устройство самовыравнивающегося наливного пола от 0,2 до 1см",м2,600.0,Регион,https://remo154.ru/price_otdelka.php
"Утепление пола пенопластом, пенофлексом, керамзитом",м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Армирование стяжки сеткой 50х50,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Разборка деревянного пола,м2,500.0,Регион,https://remo154.ru/price_otdelka.php
Разборка полов из ДСП,м2,500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж старой цементной стяжки,м2,500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж пола под сантехкабиной в панельных домах,м2,3000.0,Регион,https://remo154.ru/price_otdelka.php
"Демонтаж линолеума, ковролина (без клея)",м2,200.0,Регион,https://remo154.ru/price_otdelka.php
"Демонтаж линолеума, ковролина (на клею)",м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж плинтуса напольного,мп,100.0,Регион,https://remo154.ru/price_otdelka.php
Укладка линолеума бытового,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж линолеума полукоммерческого,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж линолеума коммерческого,м2,250.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж ковролина,м2,200.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж плинтуса пластикового,мп,200.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж плинтуса деревянного,мп,300.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж скрытого плинтуса,мп,1000.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж теневого плинтуса,мп,1150.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж дюральполимерного плинтуса,мп,500.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж МДФ плинтуса,мп,400.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж полиуретаного плинтуса,мп,400.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж теплого плинтуса,мп,2000.0,Регион,https://remo154.ru/price_otdelka.php
Устройство гидроизоляции пола,м2,300.0,Регион,https://remo154.ru/price_otdelka.php
Грунтование полов (обеспыливание),м2,150.0,Регион,https://remo154.ru/price_otdelka.php
"Установка смесителя на раковину, мойку",шт,1500.0,Регион,https://remo154.ru/price_otdelka.php
Установка смесителя для ванны (настенный с душем),шт,3500.0,Регион,https://remo154.ru/price_otdelka.php
Установка смесителя на биде,шт,5500.0,Регион,https://remo154.ru/price_otdelka.php
Установка смесителя на душевую кабину,шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Установка электронного смесителя,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Установка смесителя терморегулирующего,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Сборка смесителя,шт,500.0,Регион,https://remo154.ru/price_otdelka.php
Замена кран-буксы,шт,500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж смесителя,шт,300.0,Регион,https://remo154.ru/price_otdelka.php
Установка раковины с пьедесталом (тюльпан),шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Установка раковины с тумбой (мойдодыр),шт,3000.0,Регион,https://remo154.ru/price_otdelka.php
Установка раковины с тумбой (мойдодыр) и зеркалом,шт,4500.0,Регион,https://remo154.ru/price_otdelka.php
Установка раковины из искусственного камня,шт,3500.0,Регион,https://remo154.ru/price_otdelka.php
"Установка кухонной мойки (нержавейка, акрил)",шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Выпил в столешнице под мойку,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Герметизация шва раковины,шт,500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж раковины,шт,1000.0,Регион,https://remo154.ru/price_otdelka.php
Установка отечественного унитаза,шт,3000.0,Регион,https://remo154.ru/price_otdelka.php
Установка импортного унитаза,шт,3500.0,Регион,https://remo154.ru/price_otdelka.php
Установка унитаза навесного (с инсталляцией),шт,14500.0,Регион,https://remo154.ru/price_otdelka.php
Установка биде навесного (с инсталляцией),шт,14500.0,Регион,https://remo154.ru/price_otdelka.php
Установка биде напольного,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Установка писсуара,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Регулировка арматуры унитаза,шт,500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж унитаза,шт,1500.0,Регион,https://remo154.ru/price_otdelka.php
Установка акриловой ванны,шт,5500.0,Регион,https://remo154.ru/price_otdelka.php
Установка стальной ванны,шт,5500.0,Регион,https://remo154.ru/price_otdelka.php
Установка чугунной ванны,шт,6500.0,Регион,https://remo154.ru/price_otdelka.php
Установка ванны с гидромассажем (джакузи),шт,7500.0,Регион,https://remo154.ru/price_otdelka.php
Установка ванны нестандартных размеров,шт,5500.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж экрана под ванну,шт,1750.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж акриловой ванны (без выноса),шт,1500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж чугунной / стальной ванны (без выноса),шт,1500.0,Регион,https://remo154.ru/price_otdelka.php
Установка душевого уголка,шт,3000.0,Регион,https://remo154.ru/price_otdelka.php
Сборка и установка простой душевой кабины,шт,12500.0,Регион,https://remo154.ru/price_otdelka.php
"Установка сложной душевой кабины (с парогенератором, гидромассажем и т.д.)",шт,13000.0,Регион,https://remo154.ru/price_otdelka.php
Сборка и установка душевой кабины с джакузи (душевой бокс),шт,15000.0,Регион,https://remo154.ru/price_otdelka.php
Гидроизоляция швов душевой кабины,шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Установка душевой колонки,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Установка и подключение душевого поддона,шт,5000.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж душевой кабины,шт,1750.0,Регион,https://remo154.ru/price_otdelka.php
"Установка радиатора отопления (алюминиевый, биметалл)",шт,4000.0,Регион,https://remo154.ru/price_otdelka.php
Установка радиатора отопления (чугунный),шт,5000.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж радиатора отопления (без выноса),шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж циркуляционного насоса,шт,3500.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж твердотопливного котла,шт,10000.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж электрокотла до 9кВт,шт,10000.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж настенного одноконтурного котла до 30кВт,шт,10000.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж настенного двухконтурного котла до 30кВт,шт,12000.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж группы безопасности,шт,900.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж расширительного бака,шт,1600.0,Регион,https://remo154.ru/price_otdelka.php
Пуско-наладочные работы котельного оборудования,шт,6000.0,Регион,https://remo154.ru/price_otdelka.php
Опрессовка котельного оборудования,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Квартирная разводка труб воды на 3 точки,шт,7500.0,Регион,https://remo154.ru/price_otdelka.php
Квартирная разводка труб воды на 4 точки,шт,10000.0,Регион,https://remo154.ru/price_otdelka.php
Квартирная разводка труб воды на 5 точек,шт,12500.0,Регион,https://remo154.ru/price_otdelka.php
Квартирная разводка труб воды на 6 точек,шт,15000.0,Регион,https://remo154.ru/price_otdelka.php
Замена стояка холодной или горячей воды в квартире,шт,3500.0,Регион,https://remo154.ru/price_otdelka.php
Проход межэтажного перекрытия,шт,1500.0,Регион,https://remo154.ru/price_otdelka.php
"Монтаж точки водоснабжения (подводка воды к потребителю, крепление водорозеток)",шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
"Монтаж трубопроводов (стояков) полипропилен, металлопластик (пайка, резьбовые и прессовые соединения)",мп,350.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж коллекторного шкафа водоснабжения,шт,5000.0,Регион,https://remo154.ru/price_otdelka.php
Утепление трубопровода,мп,50.0,Регион,https://remo154.ru/price_otdelka.php
Гидравлическое испытание системы водоснабжения,точка,2500.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж скважинного насоса (до 70м),шт,13500.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж насосной станции (высота самовысасывания 8м),шт,80000.0,Регион,https://remo154.ru/price_otdelka.php
Установка системы SOLOLIFT+,шт,4000.0,Регион,https://remo154.ru/price_otdelka.php
"Установка шарового вентиля, крана",шт,600.0,Регион,https://remo154.ru/price_otdelka.php
Замена лежанки канализации в квартире,,3000.0,Регион,https://remo154.ru/price_otdelka.php
Замена стояка канализации (диаметр 50) в квартире,шт,5000.0,Регион,https://remo154.ru/price_otdelka.php
Замена стояка канализации (диаметр 100) в квартире,шт,5000.0,Регион,https://remo154.ru/price_otdelka.php
Установка фанового тройника,шт,500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж фанового тройника,шт,400.0,Регион,https://remo154.ru/price_otdelka.php
Замена крестовины унитаза,шт,1500.0,Регион,https://remo154.ru/price_otdelka.php
"Монтаж точки канализации (подводка канализации к потребителю, крепление вывода)",шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж трубопроводов (стояков) канализации диаметром 150,мп,500.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж трубопроводов (стояков) канализации диаметром 110,мп,500.0,Регион,https://remo154.ru/price_otdelka.php
Утепление труб канализации трубчатым утеплителем,мп,50.0,Регион,https://remo154.ru/price_otdelka.php
Установка полотенцесушителя,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Установка счетчика воды,шт,3500.0,Регион,https://remo154.ru/price_otdelka.php
Замена счетчика воды,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Установка фильтра тонкой отчистки,шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Замена электропроводки в однокомнатной квартире,,30000.0,Регион,https://remo154.ru/price_otdelka.php
Замена электропроводки в двухкомнатной квартире,,40000.0,Регион,https://remo154.ru/price_otdelka.php
Замена электропроводки в трехкомнатной квартире,,50000.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж кабель-канала шириной до 25 мм.,мп,200.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж электропроводки в штробе,мп,200.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж электропроводки открытым способом в гофре,мп,250.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж электропроводки открытым способом на скобах,мп,250.0,Регион,https://remo154.ru/price_otdelka.php
Штробление в ГКЛ 20х20 мм.,мп,400.0,Регион,https://remo154.ru/price_otdelka.php
"Штробление в бетоне, кирпиче 20х20 мм.",мп,500.0,Регион,https://remo154.ru/price_otdelka.php
"Штробление в бетоне, кирпиче 40х40 мм.",мп,650.0,Регион,https://remo154.ru/price_otdelka.php
Установка электрической розетки,шт,300.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж розетки с нуля (со штроблением),шт,800.0,Регион,https://remo154.ru/price_otdelka.php
Установка розетки на электрическую плиту,шт,600.0,Регион,https://remo154.ru/price_otdelka.php
Установка розетки телефонной (RJ11),шт,200.0,Регион,https://remo154.ru/price_otdelka.php
Установка розетки компьютерной (RJ45),шт,300.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж старой розетки,шт,150.0,Регион,https://remo154.ru/price_otdelka.php
Установка выключателя на готовое установочное место,шт,300.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж выключателя с нуля (со штроблением),шт,800.0,Регион,https://remo154.ru/price_otdelka.php
Установка выключателя накладного,шт,300.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж старого выключателя,шт,150.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж старого электрощита,шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Установка электрощита,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Установка электросчетчика однофазного,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Установка автомата,шт,500.0,Регион,https://remo154.ru/price_otdelka.php
Установка УЗО,шт,500.0,Регион,https://remo154.ru/price_otdelka.php
Подключение кабеля электрического к щиту,точка,500.0,Регион,https://remo154.ru/price_otdelka.php
Демонтаж старого счетчика электроэнергии / автомата / УЗО,шт,350.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж точечного светильника,шт,500.0,Регион,https://remo154.ru/price_otdelka.php
"Монтаж светильника ""Армстронг""",шт,400.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж люстры с подключением (простая),шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж люстры с подключением (сложная),шт,4000.0,Регион,https://remo154.ru/price_otdelka.php
Сборка сложной люстры,шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Монтаж светодиодной ленты,мп,1000.0,Регион,https://remo154.ru/price_otdelka.php
"Замена патрона в люстре, светильнике, бра",шт,350.0,Регион,https://remo154.ru/price_otdelka.php
Укладка теплого пола (кабель),м2,600.0,Регион,https://remo154.ru/price_otdelka.php
Укладка теплого пола (миниматы),м2,700.0,Регион,https://remo154.ru/price_otdelka.php
Установка проточного водонагревателя (сантехника),шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Подключение проточного водонагревателя (электрика),шт,5000.0,Регион,https://remo154.ru/price_otdelka.php
Установка накопительного водонагревателя до 50л (сантехника),шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Подключение накопительного водонагревателя до 50л (электрика),шт,5000.0,Регион,https://remo154.ru/price_otdelka.php
Установка стиральной машины (сантехника),шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Подключение стиральной машины (электрика),шт,5000.0,Регион,https://remo154.ru/price_otdelka.php
Установка стиральной машины на готовые коммуникации,шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Установка посудомоечной машины (сантехника),шт,3000.0,Регион,https://remo154.ru/price_otdelka.php
Подключение посудомоечной машины (электрика),шт,5000.0,Регион,https://remo154.ru/price_otdelka.php
Установка посудомоечной машины на готовые коммуникации,шт,2500.0,Регион,https://remo154.ru/price_otdelka.php
Подключение импортной электроплиты,шт,2000.0,Регион,https://remo154.ru/price_otdelka.php
Подключение отечественной электроплиты,шт,3000.0,Регион,https://remo154.ru/price_otdelka.php
Установка и подключение варочной панели (на готовое подстолье),шт,3000.0,Регион,https://remo154.ru/price_otdelka.php
Установка и подключение духового шкафа,шт,1500.0,Регион,https://remo154.ru/price_otdelka.php
Установка моноблока варочная панель + духовой шкаф,шт,3000.0,Регион,https://remo154.ru/price_otdelka.php
Врезка варочной поверхности в столешницу,шт,1500.0,Регион,https://remo154.ru/price_otdelka.php
"Демонтаж старой варочной панели, духового шкафа",шт,500.0,Регион,https://remo154.ru/price_otdelka.php
Разборка деревянного пола,,300.0,Регион,https://mastercity54.ru/prices/
Разборка полов из ДСП,,200.0,Регион,https://mastercity54.ru/prices/
Разборка ламината,,60.0,Регион,https://mastercity54.ru/prices/
Снятие паркета,,100.0,Регион,https://mastercity54.ru/prices/
Снятие паркетной доски,,60.0,Регион,https://mastercity54.ru/prices/
Демонтаж ДВП с пола,,100.0,Регион,https://mastercity54.ru/prices/
Демонтаж линолеума,,60.0,Регион,https://mastercity54.ru/prices/
Демонтаж ковролина,,60.0,Регион,https://mastercity54.ru/prices/
"Демонтаж линолеума,ковролина на клею",,150.0,Регион,https://mastercity54.ru/prices/
"Демонтаж кварцвиниловой,ПВХ плитки",,80.0,Регион,https://mastercity54.ru/prices/
Демонтаж плитки с пола (керамической),,150.0,Регион,https://mastercity54.ru/prices/
Демонтаж цементной стяжки до 5см.,,180.0,Регион,https://mastercity54.ru/prices/
Демонтаж цементной стяжки до 8см.,,250.0,Регион,https://mastercity54.ru/prices/
Демонтаж бетонной стяжки,,250.0,Регион,https://mastercity54.ru/prices/
Демонтаж цементного плинтуса,,100.0,Регион,https://mastercity54.ru/prices/
Демонтаж бетонного плинтуса,,200.0,Регион,https://mastercity54.ru/prices/
Демонтаж плинтуса керамического,,60.0,Регион,https://mastercity54.ru/prices/
Демонтаж плинтуса напольного,,40.0,Регион,https://mastercity54.ru/prices/
Демонтаж плинтуса напольного с сохранением,,65.0,Регион,https://mastercity54.ru/prices/
"Снятие фанеры, оргалита",,130.0,Регион,https://mastercity54.ru/prices/
Удаление плитки с пола,,150.0,Регион,https://mastercity54.ru/prices/
Демонтаж тепло-шумоизоляции,,50.0,Регион,https://mastercity54.ru/prices/
Грунтовка пола на 1 раз,,40.0,Регион,https://mastercity54.ru/prices/
Выравнивание пола до 3-х см,,280.0,Регион,https://mastercity54.ru/prices/
Устройство гидроизоляции из ПВХ пленки,,50.0,Регион,https://mastercity54.ru/prices/
Устройство гидроизоляции сухими смесями,,180.0,Регион,https://mastercity54.ru/prices/
Устройство стяжки до 5 см. (с устройством маяков),,400.0,Регион,https://mastercity54.ru/prices/
Устройство стяжки до 7 см. (с устройством маяков),,500.0,Регион,https://mastercity54.ru/prices/
Устройство стяжки более 7 см. добавлять на каждый см.,,600.0,Регион,https://mastercity54.ru/prices/
Армирование стяжки,,120.0,Регион,https://mastercity54.ru/prices/
Финишное выравнивание пола,,250.0,Регион,https://mastercity54.ru/prices/
Укладка плитки на пол,,1000.0,Регион,https://mastercity54.ru/prices/
"Укладка керамического плинтуса, бордюра",,600.0,Регион,https://mastercity54.ru/prices/
Кладка мозаики,,2000.0,Регион,https://mastercity54.ru/prices/
Укладка ПВХ плитки на пол,,380.0,Регион,https://mastercity54.ru/prices/
Облицовка пола природным камнем,,2500.0,Регион,https://mastercity54.ru/prices/
Облицовка пола керамогранитом,,1200.0,Регион,https://mastercity54.ru/prices/
Облицовка пола мраморной плиткой,,1000.0,Регион,https://mastercity54.ru/prices/
Облицовка ступеней керамической плиткой,,1500.0,Регион,https://mastercity54.ru/prices/
Облицовка плинтуса керам.плиткой,,600.0,Регион,https://mastercity54.ru/prices/
Укладка фанеры на деревяный пол (без гарантии),,300.0,Регион,https://mastercity54.ru/prices/
Настил оргалита,,250.0,Регион,https://mastercity54.ru/prices/
Протяжка старого пола (без гарантии),,200.0,Регион,https://mastercity54.ru/prices/
Укладка досок по лагам,,500.0,Регион,https://mastercity54.ru/prices/
Укладка фанеры на лаги (один слой),,430.0,Регион,https://mastercity54.ru/prices/
Укладка фанеры на лаги (два слоя),,650.0,Регион,https://mastercity54.ru/prices/
Укладка фанеры на мастику на анкера,,450.0,Регион,https://mastercity54.ru/prices/
Установка лаг,,250.0,Регион,https://mastercity54.ru/prices/
Антисептирование лаг,,60.0,Регион,https://mastercity54.ru/prices/
